location,latitude,longitude
Citizens Bank,43.118332200000005,-75.2929971
Chase,41.0544133,-73.8190007
HSBC Bank,40.5785417,-74.1640441
Bank of America,40.7630092,-73.98268490000001
Chase,40.74665460000001,-73.9933453
Five Star Bank,42.7961164,-78.74970189999998
Chase,40.762504299999996,-73.96257740000001
KeyBank,43.037811600000005,-78.8241922
Citibank,40.7799447,-73.9559811
TD Bank,40.7243857,-73.48324889999998
M&T Bank,40.526613,-74.23141369999998
Bank of America,40.7191513,-73.9891932
Chase,43.2110001,-77.598618
Wells Fargo,41.1867372,-74.03675969999998
Chase,40.7596967,-73.9949785
Citibank,40.647073299999995,-73.88419090000001
Rondout Savings Bank,41.96894,-73.9882829
Chase,40.71405120000001,-73.99819959999998
Sterling National Bank,40.6952208,-73.3267019
People's United Bank,41.123843900000004,-73.77931740000002
Sterling National Bank,40.88524839999999,-73.25566490000001
North Country Savings Bank,44.6682895,-74.98413640000001
Community Financial Services Center (CFSC),40.8591696,-73.88709469999998
Chase,40.810568200000006,-73.49634590000001
People's United Bank,41.034531,-71.9439084
Capital One,41.0968682,-74.00984040000002
Bank of America,40.603333,-73.9965842
Putnam County Savings Bank,41.3317896,-73.8104439
Chase,40.608958200000004,-74.121763
Generations Bank,42.943079,-76.550065
UBS,40.756039,-73.9741415
KeyBank,42.785790999999996,-78.810518
TD Bank,41.025749,-73.7631844
TD Bank,40.793793,-73.972927
M&T Bank,43.072272,-76.1219838
Bank of America,40.6549406,-73.61070819999998
Bank of America,40.73501829999999,-73.17598609999999
TD Bank,40.693298399999996,-73.5080128
People's United Bank,40.904724200000004,-73.07340839999998
ServU FCU,42.323904799999994,-77.6627843
Bank of America,40.7033473,-73.63996159999998
M&T Bank,42.92494019999999,-78.85178010000001
HSBC Bank,40.753456299999996,-73.9890502
Citizens Bank,43.1316676,-77.4397188
Bank of America,40.7513773,-73.99248840000001
Wayne Bank,42.1925678,-74.9932252
Premier Benefits,40.785128799999995,-73.41295649999998
Citibank,40.7288328,-73.95336809999998
TD Bank,44.6993896,-73.45288620000001
Citibank,40.7026692,-73.37708649999998
M&T Bank,41.5278504,-74.0193168
Maple City Savings Bank Seneca,42.355124200000006,-77.6613527
TD Bank,40.7298635,-73.695697
HSBC Bank,40.7818283,-73.5329551
Apple Bank For Savings,40.71477720000001,-73.9839516
Chase,40.683811799999994,-73.8709883
TD Bank,40.7640751,-73.64633270000002
CTBC Bank,40.7557863,-73.82798709999999
Citibank,40.7562408,-73.9770571
Chase,40.90588220000001,-73.7741467
Sterling National Bank,40.7326398,-73.18248489999998
Chase,40.7716639,-73.9504829
Chase,40.669973299999995,-73.91063609999998
Chase,40.8116227,-73.6226676
Chase,40.631550299999994,-73.9458786
Capital One,40.827262299999994,-73.10868190000001
Chase,40.8578072,-73.08668840000001
Chase,43.0698926,-77.4429911
Santander Bank,40.7466484,-73.94455599999998
Santander Bank,40.659622999999996,-73.98128109999998
TD Bank,40.612685600000006,-74.1242408
Roslyn Savings Bank,40.857023100000006,-73.3190916
Bank of America,40.748495399999996,-73.88376070000001
KeyBank,42.9288911,-75.8491287
Bank of Greene County,42.289371,-73.9806268
Pathfinder Bank,43.3242735,-76.4227987
Chase,41.208477200000004,-73.7284387
Bank of America,40.77261300000001,-73.96084859999998
M&T Bank,40.7574636,-73.32785340000001
M&T Bank,42.983594200000006,-78.872411
M&T Bank,42.8292289,-78.7884785
KeyBank,42.7636277,-73.9381405
TD Bank,41.1475126,-73.86106509999998
Adirondack Bank,43.07456060000001,-75.2844994
Sefcu,42.8643109,-73.77960110000002
Signature Bank,40.8086077,-73.2425923
Jeff Bank,41.61422460000001,-75.0566656
Chase,40.83411419999999,-73.8613407
KeyBank,42.214400700000006,-73.88127850000001
Capital One,40.6713577,-73.5099457
Five Star Bank,43.1267592,-77.5641801
TD Bank,40.7580138,-73.9634397
Queens County Savings Bank,40.75477070000001,-73.89046570000001
Orange County Trust Company Newburgh Branch,41.52572429999999,-74.0329166
KeyBank,42.9400398,-78.813974
Citibank,40.889939,-73.84285849999998
M&T Bank,43.1170109,-75.2099365
Premier Choice Processing,40.70868,-73.739034
KeyBank,44.08759879999999,-75.80761199999998
M&T Bank,43.00783,-77.4433497
Bank of America,40.73060039999999,-73.9915426
Citizens Bank,43.1325177,-77.49345389999998
KeyBank,41.3921164,-73.7229154
Chase,40.65347180000001,-73.7242946
Bank of America,40.7572187,-73.64336500000002
Evergreen Bank,44.5054511,-73.48112890000002
Capital One,40.782252,-73.47287220000001
Rhinebeck Bank,41.933001000000004,-74.0179047
Chase,40.7590326,-73.97318100000001
TD Bank,40.6601487,-73.5411228
NBT Bank,42.699140299999996,-74.92510159999998
HSBC Bank,40.912093299999995,-73.80902040000001
Meridia Community FCU,42.7227187,-78.82538989999998
HSBC Bank,40.7235546,-73.99804559999998
Community Bank,44.698059,-75.49220129999998
M&T Bank,41.6687936,-74.6730006
People's United Bank,40.9189454,-72.66339090000001
Investors Bank,40.858493599999996,-73.31884840000001
TD Bank,42.7339979,-73.761697
Sterling National Bank,40.784840700000004,-73.4735857
NYCB,40.78746339999999,-73.12504870000001
Five Star Bank,42.337537299999994,-77.331231
Chase,40.7382429,-73.99955820000001
Fordham Capital Merchant Cash Advance,40.714443,-73.4286608
KeyBank,43.024990700000004,-78.88023829999999
Trustco Bank,42.7393974,-73.73395040000001
HSBC Bank,40.7356159,-73.87564019999998
Santander Bank,40.77462850000001,-73.9120339
People's United Bank,40.9549055,-73.71675479999998
M&T Bank,43.0690299,-76.0946903
Community Bank,42.079558299999995,-77.4089408
Chase,40.60926389999999,-73.9561648
Valley Bank,40.7093757,-73.870437
TD Bank,40.8418159,-73.30063000000001
Bank of America,40.608686799999994,-73.9580934
Northwest Bank,43.1820769,-77.50733609999999
Chase,40.7360697,-73.9932183
M&T Bank,43.164491399999996,-77.66207419999998
Bank of America,40.574342,-74.1694566
Citibank,40.7282898,-74.00511949999998
Ridgewood Savings Bank,40.74355870000001,-73.6598984
